sn,source_sch,school_nam,school_cat,school_set,district,sector,cell,village,latitude,longitude,electricit,internet_a,num_studen,num_teache,computers,uuid,connectivi,giga_schoo,2G,3G,4G
97,452002,GS RWAMIKO,PUBLIC,12YBE,GICUMBI,RWAMIKO,KIGABIRO,KARANGARA,-1.75842,30.18558,ON GRID,FOUR_G,1319,24,253,0d8df4d0-fae8-4637-b061-2142f8b0c31e,4G,G_RWA_00097,3,3,3
98,270824,GS NYABISINDU,GOVERNMENT_AIDED,12YBE,MUHANGA,NYAMABUYE,GITARAMA,NYABISINDU,-2.06964,29.75481,ON GRID,FOUR_G,1377,28,225,7e97b052-99fb-44c0-98fd-5bf872c5e582,4G,G_RWA_00098,3,3,3
99,510602,GS KABARE,GOVERNMENT_AIDED,12YBE,RWAMAGANA,MUHAZI,KABARE,UMUNINI,-1.88797,30.4513,ON GRID,FOUR_G,1390,34,242,1281c839-a765-4faf-abc0-e642dd6ff27a,4G,G_RWA_00099,3,3,3
100,530903,GS Murambi I,PUBLIC,12YBE,GATSIBO,MURAMBI,MURAMBI,AGATAGARA,-1.7765,30.34711,ON GRID,FOUR_G,1452,18,414,4c4b3f3b-842b-45c0-8428-63d5a1c03233,4G,G_RWA_00100,3,3,3
101,371011,GS MURAMBA,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,MACUBA,RUGARI,GITWA,-2.28556,29.17447,ON GRID,FOUR_G,1453,31,422,39217bc3-eb0b-4c57-9b03-8b16747aff2d,4G,G_RWA_00101,3,3,3
102,130717,GS MBURABUTURO,GOVERNMENT_AIDED,12YBE,KICUKIRO,KIGARAMA,RWAMPARA,UBUMWE,-1.963916667,30.07455556,ON GRID,FOUR_G,1494,45,217,cefa0636-dad6-43a5-bc64-38614cb1f8da,4G,G_RWA_00102,3,3,3
103,550202,GS CURAZO,GOVERNMENT_AIDED,12YBE,KIREHE,GATORE,CURAZO,RUGARI,-2.3170833,30.576,ON GRID,FOUR_G,1507,44,205,763d2996-6918-4cf3-af2f-a013f410f043,4G,G_RWA_00103,3,3,3
104,430801,KABAYA,PUBLIC,12YBE,MUSANZE,MUHOZA,KIGOMBE,RUKEREZA,-1.52,29.63275,ON GRID,FOUR_G,1551,47,205,4e0c346d-dd6a-4692-a6c2-e1e6cd15843f,4G,G_RWA_00104,3,3,3
105,350401,GS KINANIRA,PUBLIC,12YBE,NGORORERO,KABAYA,BUSUNZU,KINYAMIYAGA,-1.762333333,29.58547222,ON GRID,FOUR_G,1579,36,238,d6b7e75d-82af-446b-8d5d-95374c6bfb82,4G,G_RWA_00105,3,1,
106,510806,GS MUNYIGINYA,PUBLIC,12YBE,RWAMAGANA,MUNYIGINYA,BINUNGA,KABEZA,-1.92425,30.39586111,ON GRID,FOUR_G,1580,34,191,3f9da081-eea5-42f4-96d8-a5c87fd01142,4G,G_RWA_00106,3,3,3
107,370409,GS KIBINGO,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,GIHOMBO,KIBINGO,KIGARAMA,-2.19753,29.26072,OFF GRID,FOUR_G,1591,33,173,9348cc41-ca40-46fb-ac7b-d76487856aae,4G,G_RWA_00107,3,3,3
108,270606,GS NYABITARE,GOVERNMENT_AIDED,12YBE,MUHANGA,MUSHISHIRO,RWASARE,RUBONA,-2.02583,29.64808,ON GRID,FOUR_G,1597,42,305,6e0fc426-696f-4694-91f0-9915831fb007,4G,G_RWA_00108,3,2,3
109,230109,GS MUSEBEYA,GOVERNMENT_AIDED,12YBE,NYARUGURU,BUSANZE,RUNYOMBYI,MUSEBEYA,-2.78597,29.51597,ON GRID,FOUR_G,1629,17,107,7fe564e8-abb0-435c-8c79-2fac90f37090,4G,G_RWA_00109,3,2,3
110,350806,GS RUNAYU,GOVERNMENT_AIDED,12YBE,NGORORERO,MUHANDA,BUGARURA,GATOMVU,-1.796083333,29.48625,ON GRID,FOUR_G,1708,41,303,067a5d48-796b-4833-8a4a-30c96f5cf3ed,4G,G_RWA_00110,3,3,3
111,430207,GS CYUVE,PUBLIC,12YBE,MUSANZE,CYUVE,BURUBA,RUHINDINKA,-1.49058,29.65439,ON GRID,FOUR_G,1719,34,252,7ac17d24-57e8-4a71-aef3-00d89ce704d9,4G,G_RWA_00111,3,3,3
112,270809,GS KABGAYI A,GOVERNMENT_AIDED,12YBE,MUHANGA,NYAMABUYE,GAHOGO,KAMAZURU,-2.103444444,29.75066667,ON GRID,FOUR_G,1752,42,630,b750902a-9318-4894-bd8d-b30b66045370,4G,G_RWA_00112,3,3,3
113,241202,GS SHEKE,GOVERNMENT_AIDED,12YBE,HUYE,RWANIRO,NYAMABUYE,BWERAMANA,-2.459718,29.717937,ON GRID,FOUR_G,1778,40,262,711c7fce-2aa7-4f97-aace-eecb829964e8,4G,G_RWA_00113,3,3,3
114,230806,GS MURAMA,GOVERNMENT_AIDED,12YBE,NYARUGURU,NGERA,MURAMA,NYARUGANO,-2.71917,29.70997,ON GRID,FOUR_G,1815,41,298,2b73f9ec-8927-4594-ae6d-8bffab0e8edc,4G,G_RWA_00114,3,,3
115,560505,GS GAHIMA,GOVERNMENT_AIDED,12YBE,NGOMA,KIBUNGO,GAHIMA,NYAMIGINA,-2.13969,30.57461,ON GRID,FOUR_G,1871,44,232,a4613e3f-7724-4579-8940-d66ceb0c3b72,4G,G_RWA_00115,3,3,3
116,430706,GS KAMPANGA,PUBLIC,12YBE,MUSANZE,KINIGI,KAMPANGA,RUBARA,-1.44722,29.57656,ON GRID,FOUR_G,1872,51,155,0a7866f4-ed52-4e3e-932a-186a83a68b8c,4G,G_RWA_00116,3,3,3
117,571501,Gihinga,PUBLIC,12YBE,BUGESERA,SHYARA,RUTARE,RUTARE,-2.271666667,30.00694444,ON GRID,FOUR_G,1874,34,175,15a04871-fa10-4202-81ed-b5a6b60240b5,4G,G_RWA_00117,3,3,3
118,431303,GS REMERA,GOVERNMENT_AIDED,12YBE,MUSANZE,REMERA,MURANDI,NYUNDO,-1.53819,29.72103,ON GRID,FOUR_G,1874,50,230,c41ef1dc-f241-4d35-874e-7133ea52840d,4G,G_RWA_00118,3,3,3
119,531106,GS Karama,PUBLIC,12YBE,GATSIBO,NYAGIHANGA,NYAGITABIRE,NYAMIKAMBA,-1.52289,30.21869,ON GRID,FOUR_G,1881,34,211,049682a2-191b-4c98-ac82-39d5e62a0371,4G,G_RWA_00119,3,3,3
120,361409,GS NKUNGU,PUBLIC,12YBE,RUSIZI,NKUNGU,MATABA,KAMAJUMBA,-2.5271334,29.0214655,ON GRID,FOUR_G,1882,31,281,cbbe45ef-fb6a-4e1d-b9e1-d5d5896dfba1,4G,G_RWA_00120,3,3,3
121,331105,GS KANEMBWE I,GOVERNMENT_AIDED,12YBE,RUBAVU,RUBAVU,RUKOKO,KITARIMWA,-1.654166667,29.27283333,ON GRID,FOUR_G,1895,48,383,252789d8-67b3-4f5f-bb92-9d269f68735f,4G,G_RWA_00121,3,3,3
122,430704,GS RUSHUBI,GOVERNMENT_AIDED,12YBE,MUSANZE,KINIGI,KAMPANGA,RUGI,-1.43497,29.59256,ON GRID,FOUR_G,1912,39,279,b34f5700-2d7a-4975-aee2-cdd16dfa5692,4G,G_RWA_00122,3,3,3
123,570108,Mwendo,PUBLIC,12YBE,BUGESERA,GASHORA,MWENDO,RUHANURA,-2.248833333,30.24877778,OFF GRID,FOUR_G,1923,41,331,a7650542-2d4a-44dd-9cbb-a2411d3e54e2,4G,G_RWA_00123,3,3,3
124,421704,GS CONGOLI,GOVERNMENT_AIDED,12YBE,GAKENKE,RULI,BUSORO,CYOGANYONI,-1.79944,29.84447,ON GRID,FOUR_G,1932,43,257,1ee01e4f-6353-412f-8d69-c11fdb4773e3,4G,G_RWA_00124,3,3,3
125,110504,GS BUREMA,PUBLIC,12YBE,NYARUGENGE,MAGEREGERE,MATABA,KABEZA,-2.04188,30.074,ON GRID,FOUR_G,1935,49,233,66b2a043-2e79-4250-a91a-d3ec118844be,4G,G_RWA_00125,3,3,3
126,240409,GS GISHIHE,GOVERNMENT_AIDED,12YBE,HUYE,KIGOMA,MUSEBEYA,NYARUREMBO,-2.47247,29.64906,ON GRID,FOUR_G,1959,42,294,2192b205-5ee8-4c9a-af46-15da0c4bc9b0,4G,G_RWA_00126,3,3,
127,270815,GS GITARAMA,GOVERNMENT_AIDED,12YBE,MUHANGA,NYAMABUYE,GITARAMA,KAVUMU,-2.08203,29.75678,ON GRID,FOUR_G,1973,34,314,49811ec2-eeed-4ab1-a24d-cd318e692a53,4G,G_RWA_00127,3,3,3
128,270111,GS CYEZA,GOVERNMENT_AIDED,12YBE,MUHANGA,CYEZA,NYARUNYINYA,GASOVU,-2.021833333,29.78805556,ON GRID,FOUR_G,2024,41,189,31212149-38ac-4960-a108-51d112107ad3,4G,G_RWA_00128,3,3,3
129,281107,GS NYARUBUYE,GOVERNMENT_AIDED,12YBE,KAMONYI,RUKOMA,GISHYESHYE,NYAMABUYE,-1.919361111,29.89822222,ON GRID,FOUR_G,2037,43,276,8dacae19-49f9-4035-b2dd-3e7502acd2d9,4G,G_RWA_00129,3,3,3
130,130801,GS AYABARAYA,PUBLIC,12YBE,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,-2.0279166,30.2190833,ON GRID,FOUR_G,2049,43,291,6edd75dc-5952-4636-a9eb-cf0ac6adf290,4G,G_RWA_00130,3,3,3
131,551002,GS CYAMBWE,PUBLIC,12YBE,KIREHE,NASHO,CYAMBWE,GICACA,-2.12047,30.72978,ON GRID,FOUR_G,2055,46,269,fd6849f4-4609-4298-8444-a6f74ab8aa8b,4G,G_RWA_00131,3,3,3
132,370410,GS NYAKANYINYA,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,GIHOMBO,BUTARE,RWATSI,-2.19683,29.23906,ON GRID,FOUR_G,2087,38,376,8857dfa5-8b27-4b30-953d-a4dd866883e1,4G,G_RWA_00132,3,,3
133,240202,GS RUKIRA,PUBLIC,12YBE,HUYE,HUYE,RUKIRA,MAGONDE,-2.58589,29.71394,ON GRID,FOUR_G,2089,53,402,fc42aef0-ffdd-4851-ab36-ad9313696768,4G,G_RWA_00133,3,3,3
134,570804,Rutonde,PUBLIC,12YBE,BUGESERA,NGERUKA,MURAMA,IKONI,-2.34625,30.1025,ON GRID,FOUR_G,2113,43,226,f3a7d7fc-e074-49eb-a714-c95054c7622a,4G,G_RWA_00134,3,3,3
135,441706,GS CYAPA,PUBLIC,12YBE,BURERA,RWERERE,GASHORO,RWERERE,-1.49742,29.86317,ON GRID,FOUR_G,2145,41,300,e6cc32bf-ea18-4851-930e-2bb8b4c9a71a,4G,G_RWA_00135,3,2,3
136,370608,GS RUHERU A,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,KANJONGO,RARO,GASIHE,-2.34972,29.16833,ON GRID,FOUR_G,2148,44,289,c896603c-39f7-4606-82d3-e81d58081c0f,4G,G_RWA_00136,3,3,3
137,561205,GS MUHURIRE,GOVERNMENT_AIDED,12YBE,NGOMA,RURENGE,MUHURIRE,AGATONERO,-2.106305556,30.53197222,ON GRID,FOUR_G,2176,40,345,6f9a21cb-8d3c-4cf3-bdc1-46308ead87d7,4G,G_RWA_00137,3,3,3
138,230108,GS MASIGA,GOVERNMENT_AIDED,12YBE,NYARUGURU,BUSANZE,KIRARANGOMBE,MASIGA,-2.80914,29.50244,ON GRID,FOUR_G,2221,44,260,5511a453-5ce0-4fde-85fa-272a6e466abd,4G,G_RWA_00138,3,3,
139,350206,GS NGURUGUNZU,GOVERNMENT_AIDED,12YBE,NGORORERO,GATUMBA,KARAMBO,GAHINGA,-1.960694444,29.619,OFF GRID,FOUR_G,2234,45,229,c480e2a0-06fa-477a-bb6e-983396349d75,4G,G_RWA_00139,3,3,3
140,511201,GS BIHEMBE,PUBLIC,12YBE,RWAMAGANA,NYAKALIRO,RWIMBOGO,RWIMBOGO,-2.0696388,30.2675833,ON GRID,FOUR_G,2239,57,227,8628800d-600f-4fdf-8da4-4bbcca865d81,4G,G_RWA_00140,3,3,3
141,550801,GS GACUBA,GOVERNMENT_AIDED,12YBE,KIREHE,MUSAZA,NGANDA,NYAMIYAGA,-2.32328,30.60342,ON GRID,FOUR_G,2295,45,391,1111460a-83b4-4009-a52a-8a5b766d302b,4G,G_RWA_00141,3,3,3
142,430404,GS NTARAMA,GOVERNMENT_AIDED,12YBE,MUSANZE,GASHAKI,MBWE,NGAMBI,-1.57544,29.74597,ON GRID,FOUR_G,2299,48,268,4d798d8c-f835-447a-ad06-3107b9c58279,4G,G_RWA_00142,3,3,3
143,441506,GS GASEKE,PUBLIC,12YBE,BURERA,RUHUNDE,GASEKE,RUGARAGARA,-1.56681,29.89178,ON GRID,FOUR_G,2362,43,280,ea74f630-b049-4d0f-8fe8-59a4db42bf18,4G,G_RWA_00143,3,2,3
144,431503,GS SHINGIRO,GOVERNMENT_AIDED,12YBE,MUSANZE,SHINGIRO,KIBUGUZO,BYIMANA,-1.50208,29.54736,ON GRID,FOUR_G,2377,44,441,f0fd7a66-7d87-4580-9752-cbdf57f4508a,4G,G_RWA_00144,3,3,3
145,450903,GS MIYOVE,GOVERNMENT_AIDED,12YBE,GICUMBI,MIYOVE,MUBUGA,KAGOTE,-1.60933,29.97275,ON GRID,FOUR_G,2387,53,220,2ca5c441-8352-442a-b932-3191cece6ad0,4G,G_RWA_00145,3,3,3
146,241406,MUSANGE,GOVERNMENT_AIDED,12YBE,HUYE,TUMBA,MPARE,MUSANGE,-2.623083333,29.71988889,ON GRID,FOUR_G,2397,43,242,df125516-8c1b-42b0-8270-6dcdfb912d45,4G,G_RWA_00146,3,2,3
147,281208,GS RUYENZI,PUBLIC,12YBE,KAMONYI,RUNDA,RUYENZI,RUGAZI,-1.971277778,29.99505556,ON GRID,FOUR_G,2416,35,261,3e7826d5-9d68-4e7b-81ed-2e69639af4e0,4G,G_RWA_00147,3,3,3
148,250304,GS GASAKA,GOVERNMENT_AIDED,12YBE,NYAMAGABE,GASAKA,KIGEME,MUNOMBE,-2.48464,29.53189,ON GRID,FOUR_G,2436,52,248,52871e94-0df2-41c0-88a8-b13dc9d1936a,4G,G_RWA_00148,3,3,3
149,221001,GS RWATANO,GOVERNMENT_AIDED,12YBE,GISAGARA,MUSHA,BUKINANYANA,RWATANO,-2.50014,29.87819,OFF GRID,FOUR_G,2445,55,212,15ebfea2-468a-488c-a87a-8485da4f5894,4G,G_RWA_00149,3,3,3
150,230110,GS RUNYOMBYI II,GOVERNMENT_AIDED,12YBE,NYARUGURU,BUSANZE,RUNYOMBYI,SHWIMA,-2.78453,29.53286,ON GRID,FOUR_G,2513,54,382,0e2240a9-caff-42b3-9d64-ebb2325eac52,4G,G_RWA_00150,3,3,3
151,240203,GS SOVU,GOVERNMENT_AIDED,12YBE,HUYE,HUYE,SOVU,RWEZAMENYO,-2.55556,29.70481,ON GRID,FOUR_G,2541,51,367,d0efcc9f-048b-41a7-900e-aaa6f4d9bc8a,4G,G_RWA_00151,3,3,3
152,451103,GS MUKO,PUBLIC,12YBE,GICUMBI,MUKO,REBERO,KARUNDI,-1.69781,30.22939,ON GRID,FOUR_G,2595,42,252,1cd38442-ee88-4158-9bf7-d85fe6173b25,4G,G_RWA_00152,3,3,3
153,430903,GS MUKO,GOVERNMENT_AIDED,12YBE,MUSANZE,MUKO,CYIVUGIZA,NYAGAHONDO,-1.55411,29.62317,ON GRID,FOUR_G,2665,54,245,45051468-95ac-45e3-b3dc-ea00a603067e,4G,G_RWA_00153,3,3,3
154,551103,GS KIYANZI,PUBLIC,12YBE,KIREHE,NYAMUGARI,KIYANZI,KACYIRU,-2.36147,30.76567,ON GRID,FOUR_G,2684,47,232,9c216f2e-4b6e-414f-9b3b-ad0105728aa8,4G,G_RWA_00154,3,3,3
155,110805,GS CYIVUGIZA,PUBLIC,12YBE,NYARUGENGE,NYAMIRAMBO,CYIVUGIZA,INTWARI,-1.98222,30.04803,ON GRID,FOUR_G,2757,34,237,2f8394dd-c4e6-4999-abe8-dfa33276caa0,4G,G_RWA_00155,3,3,3
156,251610,GS UWINKOMO,GOVERNMENT_AIDED,12YBE,NYAMAGABE,TARE,GASARENDA,UWINKOMO,-2.50275,29.4770833,ON GRID,FOUR_G,2766,54,242,b06ba3dc-a1b9-4ddc-b00b-3c0db0335e03,4G,G_RWA_00156,3,,3
157,230905,GS KIYONZA,GOVERNMENT_AIDED,12YBE,NYARUGURU,NGOMA,KIYONZA,AKAGANO,-2.7425,29.69778,ON GRID,FOUR_G,2769,49,424,d015c113-3fef-4ac9-a8e8-d4aef403492a,4G,G_RWA_00157,3,2,3
158,230505,GS MATA,GOVERNMENT_AIDED,12YBE,NYARUGURU,MATA,MURAMBI,MATA,-2.56867,29.56333,ON GRID,FOUR_G,2806,34,229,73a43fa5-0542-462d-adca-b93f8b4c633e,4G,G_RWA_00158,3,3,3
159,250603,GS RUSUSA,GOVERNMENT_AIDED,12YBE,NYAMAGABE,KAMEGERI,NYARUSIZA,NYARUSIZA,-2.52883,29.57692,ON GRID,FOUR_G,2891,49,155,551ead4d-5a63-4b35-bba2-78c8cfba159b,4G,G_RWA_00159,2,,3
160,430602,GS KITABURA,PUBLIC,12YBE,MUSANZE,KIMONYI,BURAMIRA,KAMUGENI,-1.52939,29.5895,ON GRID,FOUR_G,2962,47,311,ed0ecd26-047d-403c-899e-975e5679ed3e,4G,G_RWA_00160,3,2,3
161,240307,Gs Karama,GOVERNMENT_AIDED,12YBE,HUYE,KARAMA,GAHORORO,UMUYANGE,-2.610611111,29.64333333,ON GRID,FOUR_G,2985,48,105,1ae8e044-7658-4342-bced-2dd3a09985ed,4G,G_RWA_00161,3,3,
162,220401,GS KIBILIZI,GOVERNMENT_AIDED,12YBE,GISAGARA,KIBIRIZI,KIBIRIZI,TORERO,-2.65233,29.78139,ON GRID,FOUR_G,3052,53,236,2377e320-264f-4dac-abd6-c9d56c3d731f,4G,G_RWA_00162,3,3,3
163,240609,GS MUGANO,GOVERNMENT_AIDED,12YBE,HUYE,MARABA,GASUMBA,TABA,-2.50587,29.60256,ON GRID,FOUR_G,3094,55,805,6c0274ed-120a-447a-aee5-272efc1ebd13,4G,G_RWA_00163,3,3,3
164,280104,GS GATIZO,GOVERNMENT_AIDED,12YBE,KAMONYI,GACURABWENGE,KIGEMBE,BUHORO,-2.0185,29.88367,ON GRID,FOUR_G,3126,44,280,c53e22f8-a7c4-4801-ad40-c32c5f2e1791,4G,G_RWA_00164,3,3,3
165,280304,GS BUBAZI,GOVERNMENT_AIDED,12YBE,KAMONYI,KAYENZI,BUGARAMA,REMERA,-1.92025,29.84844,ON GRID,FOUR_G,3129,58,238,dc1a6da2-1879-4dda-9339-39a0ff524542,4G,G_RWA_00165,3,3,3
166,231308,GS RURAMBA,GOVERNMENT_AIDED,12YBE,NYARUGURU,RURAMBA,RURAMBA,RURAMBA,-2.56061,29.53758,ON GRID,FOUR_G,3194,62,240,3b61f616-2043-45b5-9ace-9d4da2df090f,4G,G_RWA_00166,3,3,3
167,370805,GS NYARUSANGE,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,KARENGERA,MWEZI,NYARUSANGE,-2.51553,29.03203,ON GRID,FOUR_G,3206,57,283,51b1b15e-128a-4a41-a1ad-9e425e09793f,4G,G_RWA_00167,3,3,3
168,511303,GS AKANZU,PUBLIC,12YBE,RWAMAGANA,NZIGE,AKANZU,CYERWA,-2.029944444,30.33336111,ON GRID,FOUR_G,3331,53,217,54226c3c-5876-42c7-8fc9-29a673782fff,4G,G_RWA_00168,3,3,3
169,551204,GS MIGONGO,PUBLIC,12YBE,KIREHE,NYARUBUYE,NYARUTUNGA,NYARUBUYE I,-2.18133,30.75839,ON GRID,FOUR_G,3518,63,226,29106d36-3106-4e82-a339-7d66b8d8f224,4G,G_RWA_00169,3,3,3
170,570403,GS MAREBA,PUBLIC,12YBE,BUGESERA,MAREBA,RUGARAMA,RUGARAMA,-2.24714,30.06964,ON GRID,FOUR_G,3897,57,243,bc6b76da-9586-461c-961a-820fe143a6ca,4G,G_RWA_00170,3,3,3
171,450304,GS Byumba Inyange,GOVERNMENT_AIDED,12YBE,GICUMBI,BYUMBA,GACURABWENGE,RUBYINIRO,-1.58089,30.06472,ON GRID,FOUR_G,3963,64,251,d1beaec5-e6c3-4e9e-8ed7-a0bc2673be0b,4G,G_RWA_00171,3,3,3
172,210803,GS KARAMA,GOVERNMENT_AIDED,12YBE,NYANZA,NTYAZO,CYOTAMAKARA,KANKIMA,-2.38875,29.82669,ON GRID,NONE,187,20,248,467a75fd-081f-497f-b9b0-235f37703fd6,None,G_RWA_00172,3,1,3
173,260113,GS RUSORORO,GOVERNMENT_AIDED,12YBE,RUHANGO,BWERAMANA,MURAMA,RUSORORO,-2.25747,29.69072,OFF GRID,NONE,232,13,408,3f8a1e5c-bfaf-4304-9e24-dd176834c84d,None,G_RWA_00173,3,3,3
174,441203,GS MUGANO,GOVERNMENT_AIDED,12YBE,BURERA,NEMBA,KIVUMU,MUGANO,-1.60433,29.86117,OFF GRID,NONE,265,20,178,5f196471-b063-47e1-bd08-b9996370f5f2,None,G_RWA_00174,1,,
175,421004,MATABA,GOVERNMENT_AIDED,12YBE,GAKENKE,MATABA,NYUNDO,MATABA,-1.72392,29.7465,OFF GRID,NONE,269,20,282,a6e5c8d3-016c-4262-a0dc-cc67a513206c,None,G_RWA_00175,3,2,
176,410904,GS KIRWA,PUBLIC,12YBE,RULINDO,MASORO,KIVUGIZA,REBERO,-1.791611111,30.068,OFF GRID,NONE,304,20,256,ee149b2f-c898-4c61-b879-4cba1eb7f5d2,None,G_RWA_00176,3,3,3
177,341008,MURAMA,GOVERNMENT_AIDED,12YBE,NYABIHU,RUGERA,RUREMBO,BUKANGO,-1.6035,29.60625,OFF GRID,NONE,307,12,326,18ada197-dd45-4e5d-86a0-d8e9a5139ab3,None,G_RWA_00177,3,3,3
178,410804,GS RUBONA,PUBLIC,12YBE,RULINDO,KISARO,KAMUSHENYI,GAKENKE,-1.629833333,30.05486111,ON GRID,NONE,343,11,255,1e345c39-2700-48f9-a39c-d9883912e786,None,G_RWA_00178,3,3,3
179,451608,GS MABARE,GOVERNMENT_AIDED,12YBE,GICUMBI,RUKOMO,MABARE,KANYIRAMANA,-1.58458,30.10442,OFF GRID,NONE,369,17,257,ef6771b2-ea6b-4a12-b58e-42131b6ced2f,None,G_RWA_00179,,,3
180,271103,GASOVU,GOVERNMENT_AIDED,12YBE,MUHANGA,RUGENDABARI,KANYANA,GASOVU,-1.91594,29.67767,ON GRID,NONE,369,20,344,3bf7bd01-c66d-416b-93c9-00c3c821c2e2,None,G_RWA_00180,2,1,3
181,260107,EP GITWE,GOVERNMENT_AIDED,12YBE,RUHANGO,BWERAMANA,MURAMA,KARAMBO,-2.2345277,29.6850833,OFF GRID,NONE,376,15,311,6c1e25f2-d9c4-44ec-b35a-2a1465919cb4,None,G_RWA_00181,3,3,3
182,521001,BRIGHT ACADEMY,PRIVATE,12YBE,NYAGATARE,NYAGATARE,BARIJA,BARIJA A,-1.287,30.2471666,OFF GRID,NONE,384,20,302,8e903b00-fa17-4e57-bd73-13581f199ea8,None,G_RWA_00182,3,3,3
183,230704,GS MUNINI,GOVERNMENT_AIDED,12YBE,NYARUGURU,MUNINI,NGARURIRA,GISIZI,-2.71369,29.53931,ON GRID,NONE,388,18,291,6d34b5d2-b240-465a-85f6-f1ba3c1dccb0,None,G_RWA_00183,3,3,3
184,441707,GS RUGALI,PUBLIC,12YBE,BURERA,RWERERE,RUGARI,MUCACA,-1.54194,29.87286,OFF GRID,NONE,401,13,263,d20bf222-e810-432f-b278-d5a0e4448822,None,G_RWA_00184,3,3,3
185,411402,GS MUTARA,PUBLIC,12YBE,RULINDO,RUKOZO,BURARO,SHYONDWE,-1.652222222,29.95416667,ON GRID,NONE,408,20,212,b2368682-6c2d-471d-a759-04e7c4460be3,None,G_RWA_00185,3,3,3
186,420211,RWAHI,PUBLIC,12YBE,GAKENKE,COKO,MBIRIMA,BURENGO,-1.78131,29.82825,ON GRID,NONE,420,16,277,096f27a4-2e54-406c-98f9-9b7cccc1571b,None,G_RWA_00186,3,3,3
187,341207,GS VUNGA,GOVERNMENT_AIDED,12YBE,NYABIHU,SHYIRA,KANYAMITANA,KAZIRANKARA,-1.703166667,29.63336111,OFF GRID,NONE,442,17,220,f90795e4-f3f4-434b-9029-2cf712b3ed4e,None,G_RWA_00187,2,2,3
188,340503,GS GATAGARA,GOVERNMENT_AIDED,12YBE,NYABIHU,KARAGO,GATAGARA,BIKERERI,-1.6499722,29.5401944,OFF GRID,NONE,461,17,233,06f65b59-fcf5-49df-b278-6130f67b311a,None,G_RWA_00188,3,3,3
189,260605,GS MBUYE,PUBLIC,12YBE,RUHANGO,MBUYE,NYAKAREKARE,RUYENZI,-2.12494,29.83972,OFF GRID,NONE,461,18,308,96c14cd5-0076-4082-af32-e163696b2762,None,G_RWA_00189,3,3,3
190,440903,GS KARUGANDA,GOVERNMENT_AIDED,12YBE,BURERA,KINONI,NTARUKA,KARUGANDA,-1.46944,29.74028,OFF GRID,NONE,502,18,285,90320ff8-de9a-4617-a2d5-f36c964e59d0,None,G_RWA_00190,3,2,3
191,531310,GS Rugarama,PUBLIC,12YBE,GATSIBO,RUGARAMA,KANYANGESE,RUGARAMA,-1.7279722,30.4218333,ON GRID,NONE,504,17,339,8764ebf7-9e3e-4fa7-86aa-8f7da5745ed5,None,G_RWA_00191,3,3,3
192,410503,GS GIHINGA,GOVERNMENT_AIDED,12YBE,RULINDO,CYINZUZI,BUDAKIRANYA,GIHINGA,-1.757333333,30.02408333,OFF GRID,NONE,517,20,221,e3202759-8c1d-4ecd-bcd3-b9d72ce433f2,None,G_RWA_00192,3,,3
193,521401,GS RUNYINYA,PUBLIC,12YBE,NYAGATARE,TABAGWE,NKOMA,KADUHA,-1.319194444,30.22186111,ON GRID,NONE,525,18,416,693b7f27-536f-4ff6-8adb-398cdf1f1c66,None,G_RWA_00193,3,3,3
194,421514,MWUMBA,GOVERNMENT_AIDED,12YBE,GAKENKE,MUZO,KIRYAMO,MUNYINYA,-1.7076944,29.7327222,OFF GRID,NONE,532,13,206,675a0ccf-b5fe-485c-a296-25cad2114e39,None,G_RWA_00194,,,
195,341101,GS CYANIKA,GOVERNMENT_AIDED,12YBE,NYABIHU,RUREMBO,GITEGA,CYANIKA,-1.663222222,29.61147222,OFF GRID,NONE,532,20,225,43845376-1d13-46f9-b295-992ec1163e44,None,G_RWA_00195,3,3,3
196,441106,GS KIVUYE,GOVERNMENT_AIDED,12YBE,BURERA,KIVUYE,NYIRATABA,SHANJA,-1.49231,29.93058,OFF GRID,NONE,532,20,424,be416cf4-28d0-4776-a816-371dddae6509,None,G_RWA_00196,3,3,3
197,310606,GS MUBUGA,GOVERNMENT_AIDED,12YBE,KARONGI,MURAMBI,MUBUGA,GASEBEYA,-2.14389,29.57453,OFF GRID,NONE,532,20,239,4d0d9d04-54b3-4dc6-9898-f512a5541c1a,None,G_RWA_00197,3,3,3
198,310906,GS KIBIRIZI,GOVERNMENT_AIDED,12YBE,KARONGI,RUBENGERA,KIBIRIZI,KAMUSANGANYA,-2.04961,29.39758,OFF GRID,NONE,532,20,372,c02a6d59-e356-4348-b73b-95da1fc836dc,None,G_RWA_00198,3,2,3
199,521307,GS KABEZA,GOVERNMENT_AIDED,12YBE,NYAGATARE,RWIMIYAGA,KABEZA,KABEZA,-1.257083333,30.41708333,OFF GRID,NONE,532,20,422,32ec8e27-b7bd-4459-862f-df938767175c,None,G_RWA_00199,3,,3
